197.29
113.05
108.24
64.306
43.387
30.109
24.291
22.124
17.154
13.798
13.063
9.5582
8.4091
7.6772
7.5455
7.1753
5.9792
5.6263
5.3967
5.0573
4.8836
3.8518
3.3973
2.8991
2.744
2.4439
2.4183
1.513
0.69756
8.0088e-14
